,date,time,current_team,opponent,game_result,team_score,opp_score,spread_result,spread,ou_result,ou_line,year
2825,2020-10-25,1:00,TEN,NYJ,W,18,10,L,-9.5,U,47,2020
2826,2020-11-1,1:00,TEN,NWE,W,24,21,L,-4.0,O,41,2020
2827,2020-11-8,1:00,TEN,SEA,W,44,34,W,3.0,O,55.5,2020
2828,2020-11-15,4:04,TEN,ARI,L,30,32,W,3.0,O,56,2020
2829,2020-11-29,1:00,TEN,LAC,W,27,17,W,-4.5,U,51.5,2020
2830,2020-12-7,8:15,TEN,SFF,W,34,24,W,1.5,O,48,2020
2831,2020-12-13,8:20,TEN,PIT,W,26,15,W,-2.0,U,48.5,2020
2832,2020-12-19,4:30,TEN,DEN,W,48,19,W,-5.5,O,49,2020
2833,2020-12-28,8:15,TEN,NWE,W,38,9,W,-7.0,U,47.5,2020
2834,2021-01-3,1:00,TEN,MIA,W,56,26,W,3.5,O,43,2021
2835,2021-01-9,1:05,TEN,IND,W,27,24,L,-7.0,O,50.5,2021
2836,2021-01-16,8:15,TEN,BAL,W,17,3,W,-2.5,U,49.5,2021
2837,2021-01-24,6:40,TEN,KAN,L,24,38,L,3.0,O,55,2021
2838,2019-09-8,1:00,TEN,NYJ,W,17,16,W,2.5,U,41,2019
2839,2019-09-15,1:00,TEN,NYG,W,28,14,W,-1.0,U,44.5,2019
2840,2019-09-22,1:00,TEN,CIN,W,21,17,L,-5.5,U,43.5,2019
2841,2019-09-29,1:00,TEN,NWE,L,10,16,W,7.0,U,41.5,2019
2842,2019-10-6,1:00,TEN,TEN,W,14,7,W,3.5,U,39.5,2019
2843,2019-10-20,1:00,TEN,MIA,W,31,21,L,-17.0,O,42.5,2019
2844,2019-10-27,1:00,TEN,PHI,L,13,31,L,-1.0,O,39.5,2019
2845,2019-11-3,1:00,TEN,WAS,W,24,9,W,-10.5,U,37,2019
2846,2019-11-10,1:00,TEN,CLE,L,16,19,P,3.0,U,42,2019
2847,2019-11-17,1:00,TEN,MIA,W,37,20,W,-7.0,O,41.5,2019
2848,2019-11-24,1:00,TEN,DEN,W,20,3,W,-3.5,U,37,2019
2849,2019-11-28,4:30,TEN,DAL,W,26,15,W,6.5,U,46.5,2019
2850,2019-12-8,1:00,TEN,BAL,L,17,24,L,6.5,U,44,2019
2851,2019-12-15,8:20,TEN,PIT,W,17,10,W,1.0,U,37,2019
2852,2019-12-21,4:30,TEN,NWE,L,17,24,P,7.0,O,38.5,2019
2853,2019-12-29,1:00,TEN,NYJ,L,6,13,L,1.5,U,37,2019
2854,2020-01-4,4:35,TEN,HOU,L,19,22,L,2.5,U,43,2020
2855,2018-09-9,1:00,TEN,BAL,L,3,47,L,7.5,O,39,2018
2856,2018-09-16,1:00,TEN,LAC,L,20,31,L,7.5,O,41.5,2018
2857,2018-09-23,1:00,TEN,MIN,W,27,6,W,16.5,U,41,2018
2858,2018-09-30,1:00,TEN,GBP,L,0,22,L,8.5,U,43.5,2018
2859,2018-10-7,1:00,TEN,TEN,W,13,12,W,6.0,U,38.5,2018
2860,2018-10-14,1:00,TEN,HOU,L,13,20,W,10.5,U,40.5,2018
2861,2018-10-21,1:00,TEN,IND,L,5,37,L,7.0,U,43.5,2018
2862,2018-10-29,8:15,TEN,NWE,L,6,25,L,13.5,U,44.5,2018
2863,2018-11-4,1:00,TEN,CHI,L,9,41,L,10.5,O,38,2018
2864,2018-11-11,1:00,TEN,NYJ,W,41,10,W,7.0,O,38,2018
2865,2018-11-25,1:00,TEN,JAX,W,24,21,W,3.0,O,36.5,2018
2866,2018-12-2,1:00,TEN,MIA,L,17,21,L,3.5,U,40,2018
2867,2018-12-9,1:00,TEN,NYJ,L,23,27,L,-4.5,O,37,2018
2868,2018-12-16,1:00,TEN,DET,W,14,13,L,-2.5,U,40,2018
2869,2018-12-23,1:00,TEN,NWE,L,12,24,W,13.5,U,45,2018
2870,2018-12-30,1:00,TEN,MIA,W,42,17,W,-5.5,O,39.5,2018
2871,2017-09-10,1:00,TEN,NYJ,W,21,12,W,-7.0,U,42,2017
2872,2017-09-17,1:00,TEN,CAR,L,3,9,W,6.5,U,43,2017
2873,2017-09-24,1:00,TEN,DEN,W,26,16,W,3.5,O,40,2017
2874,2017-10-1,1:00,TEN,ATL,W,23,17,W,8.0,U,48,2017
2875,2017-10-8,1:00,TEN,CIN,L,16,20,L,3.0,U,39,2017
2876,2017-10-22,1:00,TEN,TBB,W,30,27,P,-3.0,O,46.5,2017
2877,2017-10-29,1:00,TEN,LVR,W,34,14,W,-2.0,O,47,2017
2878,2017-11-2,8:24,TEN,NYJ,L,21,34,L,-3.0,O,42,2017
2879,2017-11-12,1:00,TEN,NOS,L,10,47,L,2.0,O,48.5,2017
2880,2017-11-19,4:04,TEN,LAC,L,24,54,L,7.0,O,41.5,2017
2881,2017-11-26,1:00,TEN,KAN,W,16,10,W,8.5,U,47,2017
2882,2017-12-3,1:00,TEN,NWE,L,3,23,L,7.5,U,48.5,2017
2883,2017-12-10,1:00,TEN,IND,W,13,7,W,-3.5,U,36.5,2017
2884,2017-12-17,1:00,TEN,MIA,W,24,16,W,-3.5,O,39.5,2017
2885,2017-12-24,1:00,TEN,NWE,L,16,37,L,11.0,O,47.5,2017
2886,2017-12-31,4:25,TEN,MIA,W,22,16,W,-2.5,U,41.5,2017
2887,2018-01-7,1:05,TEN,JAX,L,3,10,W,8.0,U,39.5,2018
2888,2016-09-11,1:04,TEN,BAL,L,7,13,L,3.0,U,44.5,2016
2889,2016-09-15,8:26,TEN,NYJ,L,31,37,L,-1.0,O,40.5,2016
2890,2016-09-25,1:02,TEN,ARI,W,33,18,W,5.0,O,48,2016
2891,2016-10-2,1:02,TEN,NWE,W,16,0,W,3.5,U,41,2016
2892,2016-10-9,4:25,TEN,LAR,W,30,19,W,-2.5,O,41.5,2016
2893,2016-10-16,1:02,TEN,SFF,W,45,16,W,-7.5,O,44,2016
2894,2016-10-23,1:02,TEN,MIA,L,25,28,L,-2.5,O,46,2016
2895,2016-10-30,1:02,TEN,NWE,L,25,41,L,5.5,O,48,2016
2896,2016-11-7,8:30,TEN,SEA,L,25,31,L,5.5,O,43.5,2016
2897,2016-11-20,1:00,TEN,CIN,W,16,12,W,2.5,U,48,2016
2898,2016-11-27,1:00,TEN,JAX,W,28,21,L,-8.5,O,43.5,2016
2899,2016-12-4,4:04,TEN,LVR,L,24,38,L,3.0,O,48.5,2016
2900,2016-12-11,1:00,TEN,PIT,L,20,27,L,1.0,O,45.5,2016
2901,2016-12-18,1:00,TEN,CLE,W,33,13,W,-10.5,O,43,2016
2902,2016-12-24,1:00,TEN,MIA,L,31,34,L,-4.5,O,44.5,2016
2903,2017-01-1,1:00,TEN,NYJ,L,10,30,L,-3.5,U,43,2017
2904,2015-09-13,1:02,TEN,IND,W,27,14,W,2.5,U,45,2015
2905,2015-09-20,1:02,TEN,NWE,L,32,40,L,1.0,O,44,2015
2906,2015-09-27,4:25,TEN,MIA,W,41,14,W,2.5,O,41.5,2015
2907,2015-10-4,1:02,TEN,NYG,L,10,24,L,-5.5,U,45.5,2015
2908,2015-10-11,1:02,TEN,TEN,W,14,13,P,-1.0,U,42,2015
2909,2015-10-18,1:02,TEN,CIN,L,21,34,L,3.0,O,43,2015
2910,2015-10-25,8:35,TEN,JAX,L,31,34,L,-4.0,O,41,2015
2911,2015-11-8,1:02,TEN,MIA,W,33,17,W,-3.0,O,44,2015
2912,2015-11-12,8:26,TEN,NYJ,W,22,17,W,2.5,U,42.5,2015
2913,2015-11-23,8:30,TEN,NWE,L,13,20,P,7.0,U,48,2015
2914,2015-11-29,1:02,TEN,KAN,L,22,30,L,5.5,O,41.5,2015
2915,2015-12-6,1:02,TEN,HOU,W,30,21,W,-3.5,O,41.5,2015
2916,2015-12-13,1:00,TEN,PHI,L,20,23,L,1.0,U,47,2015
2917,2015-12-20,1:02,TEN,WAS,L,25,35,L,-2.5,O,44,2015
2918,2015-12-27,1:02,TEN,DAL,W,16,6,W,-6.5,U,42,2015
2919,2016-01-3,1:02,TEN,NYJ,W,22,17,W,3.0,U,42,2016
2920,2014-09-7,1:00,TEN,CHI,W,23,20,W,7.0,U,47,2014
2921,2014-09-14,1:02,TEN,MIA,W,29,10,W,-1.5,U,42.5,2014
2922,2014-09-21,1:02,TEN,LAC,L,10,22,L,-2.5,U,45.5,2014
2923,2014-09-28,1:02,TEN,HOU,L,17,23,L,3.0,U,42.5,2014
2924,2014-10-5,1:02,TEN,DET,W,17,14,W,6.5,U,43,2014
2925,2014-10-12,1:02,TEN,NWE,L,22,37,L,-1.0,O,44,2014
2926,2014-10-19,1:02,TEN,MIN,W,17,16,L,-6.5,U,43.5,2014
2927,2014-10-26,1:02,TEN,NYJ,W,43,23,W,3.0,O,40.5,2014
2928,2014-11-9,1:02,TEN,KAN,L,13,17,L,-1.5,U,42,2014
2929,2014-11-13,8:26,TEN,MIA,L,9,22,L,5.0,U,42,2014
2930,2014-11-24,7:05,TEN,NYJ,W,38,3,W,-2.5,U,42.5,2014
2931,2014-11-30,1:02,TEN,CLE,W,26,10,W,-3.0,U,42,2014
2932,2014-12-7,4:04,TEN,DEN,L,17,24,W,9.5,U,47.5,2014
2933,2014-12-14,1:02,TEN,GBP,W,21,13,W,4.0,U,50,2014
2934,2014-12-21,4:25,TEN,LVR,L,24,26,L,-6.5,O,42,2014
2935,2014-12-28,1:02,TEN,NWE,W,17,9,W,6.5,U,44,2014
2936,2013-09-8,1:02,TEN,NWE,L,21,23,W,10.5,U,50.5,2013
2937,2013-09-15,1:02,TEN,CAR,W,24,23,W,3.5,O,43.5,2013
2938,2013-09-22,4:25,TEN,NYJ,L,20,27,L,2.5,O,41,2013
2939,2013-09-29,1:02,TEN,BAL,W,23,20,W,4.0,U,45,2013
2940,2013-10-3,8:28,TEN,CLE,L,24,37,L,4.0,O,40.5,2013
2941,2013-10-13,1:02,TEN,CIN,L,24,27,W,6.0,O,41,2013
2942,2013-10-20,1:02,TEN,MIA,W,23,21,W,6.5,O,43.5,2013
2943,2013-10-27,1:02,TEN,NOS,L,17,35,L,10.5,O,48.5,2013
2944,2013-11-3,1:02,TEN,KAN,L,13,23,L,4.5,U,40.5,2013
2945,2013-11-10,1:02,TEN,PIT,L,10,23,L,2.5,U,42.5,2013
2946,2013-11-17,1:02,TEN,NYJ,W,37,14,W,2.0,O,39.5,2013
2947,2013-12-1,4:04,TEN,ATL,L,31,34,L,-4.5,O,48,2013
2948,2013-12-8,1:02,TEN,TBB,L,6,27,L,2.5,U,42.5,2013
2949,2013-12-15,1:02,TEN,JAX,W,27,20,W,-4.0,O,43,2013
2950,2013-12-22,1:02,TEN,MIA,W,19,0,W,1.5,U,42,2013
2951,2013-12-29,4:25,TEN,NWE,L,20,34,L,7.0,O,46.5,2013
2952,2012-09-9,1:02,TEN,NYJ,L,28,48,L,3.0,O,39,2012
2953,2012-09-16,1:02,TEN,KAN,W,35,17,W,-3.0,O,45,2012
2954,2012-09-23,1:02,TEN,CLE,W,24,14,W,-3.0,U,45,2012
2955,2012-09-30,1:02,TEN,NWE,L,28,52,L,4.5,O,48.5,2012
2956,2012-10-7,4:25,TEN,SFF,L,3,45,L,10.0,O,45,2012
2957,2012-10-14,4:04,TEN,ARI,W,19,16,W,5.0,U,44,2012
2958,2012-10-21,1:02,TEN,TEN,L,34,35,L,-4.5,O,46.5,2012
2959,2012-11-4,1:02,TEN,HOU,L,9,21,L,11.5,U,48,2012
2960,2012-11-11,1:02,TEN,NWE,L,31,37,W,13.5,O,54,2012
2961,2012-11-15,8:28,TEN,MIA,W,19,14,W,-2.5,U,46,2012
2962,2012-11-25,1:02,TEN,IND,L,13,20,L,3.0,U,51.5,2012
2963,2012-12-2,1:02,TEN,JAX,W,34,18,W,-6.0,O,42,2012
2964,2012-12-9,1:02,TEN,LAR,L,12,15,L,-3.0,U,42.5,2012
2965,2012-12-16,4:04,TEN,SEA,L,17,50,L,5.0,O,44,2012
2966,2012-12-23,1:02,TEN,MIA,L,10,24,L,5.0,U,43,2012
2967,2012-12-30,1:02,TEN,NYJ,W,28,9,W,-3.5,U,41,2012
2968,2011-09-11,1:06,TEN,KAN,W,41,7,W,3.5,O,40,2011
2969,2011-09-18,1:02,TEN,LVR,W,38,35,L,-4.0,O,41,2011
2970,2011-09-25,1:02,TEN,NWE,W,34,31,W,7.5,O,54.5,2011
2971,2011-10-2,1:02,TEN,CIN,L,20,23,L,-3.0,P,43,2011
2972,2011-10-9,1:04,TEN,PHI,W,31,24,W,3.0,O,53,2011
2973,2011-10-16,1:02,TEN,NYG,L,24,27,P,3.0,O,49,2011
2974,2011-10-30,4:04,TEN,WAS,W,23,0,W,-4.0,U,46.5,2011
2975,2011-11-6,1:02,TEN,NYJ,L,11,27,L,-2.5,U,45,2011
2976,2011-11-13,1:02,TEN,DAL,L,7,44,L,4.5,O,49,2011
2977,2011-11-20,1:02,TEN,MIA,L,8,35,L,3.0,U,44,2011
2978,2011-11-27,1:02,TEN,NYJ,L,24,28,W,9.5,O,42.5,2011
2979,2011-12-4,1:02,TEN,TEN,L,17,23,L,-1.0,U,44,2011
2980,2011-12-11,4:15,TEN,LAC,L,10,37,L,7.0,U,49,2011
2981,2011-12-18,1:02,TEN,MIA,L,23,30,L,-1.5,O,40.5,2011
2982,2011-12-24,1:02,TEN,DEN,W,40,14,W,3.0,O,43.5,2011
2983,2012-01-1,1:02,TEN,NWE,L,21,49,L,10.0,O,50,2012
2984,2010-09-12,1:02,TEN,MIA,L,10,15,L,3.0,U,39,2010
2985,2010-09-19,1:02,TEN,GBP,L,7,34,L,13.0,U,43,2010
2986,2010-09-26,1:02,TEN,NWE,L,30,38,W,14.5,O,43,2010
2987,2010-10-3,1:02,TEN,NYJ,L,14,38,L,6.0,O,37,2010
2988,2010-10-10,1:02,TEN,JAX,L,26,36,L,-2.5,O,41.5,2010
2989,2010-10-24,1:02,TEN,BAL,L,34,37,W,12.5,O,40,2010
2990,2010-10-31,1:08,TEN,KAN,L,10,13,W,7.0,U,46,2010
2991,2010-11-7,1:02,TEN,CHI,L,19,22,P,3.0,U,41.5,2010
2992,2010-11-14,1:02,TEN,DET,W,14,12,W,-1.5,U,45,2010
2993,2010-11-21,1:02,TEN,CIN,W,49,31,W,4.0,O,41,2010
2994,2010-11-28,1:02,TEN,PIT,L,16,19,W,7.0,U,44,2010
2995,2010-12-5,1:05,TEN,MIN,L,14,38,L,5.0,O,44,2010
2996,2010-12-12,1:02,TEN,CLE,W,13,6,W,0.0,U,39,2010
2997,2010-12-19,1:02,TEN,MIA,W,17,14,W,5.5,U,40,2010
2998,2010-12-26,1:02,TEN,NWE,L,3,34,L,9.0,U,45.5,2010
2999,2011-01-2,1:02,TEN,NYJ,L,7,38,L,1.5,O,38,2011
3000,2021-09-12,1:00,LAC,PIT,L,16,23,L,-6.5,U,48.5,2021
3001,2021-09-19,1:00,LAC,MIA,W,35,0,W,-3.5,U,47.5,2021
3002,2021-09-26,1:00,LAC,WAS,W,43,21,W,-7.0,O,45.5,2021
3003,2021-10-3,1:00,LAC,HOU,W,40,0,W,-17.5,U,47,2021
3004,2021-10-10,8:20,LAC,KAN,W,38,20,W,2.5,O,56.5,2021
3005,2021-10-18,8:15,LAC,TEN,L,31,34,L,-6.0,O,53.5,2021
3006,2021-10-31,1:00,LAC,MIA,W,26,11,W,-14.0,U,49,2021
3007,2021-11-7,1:00,LAC,JAX,L,6,9,L,-14.5,U,48.5,2021
3008,2021-11-14,1:00,LAC,NYJ,W,45,17,W,-13.0,O,47.5,2021
3009,2021-11-21,1:00,LAC,IND,L,15,41,L,-7.0,O,49.5,2021
3010,2021-11-25,8:20,LAC,NOS,W,31,6,W,-6.5,U,45,2021
3011,2021-12-6,8:15,LAC,NWE,L,10,14,L,-2.5,U,41,2021
3012,2021-12-12,4:25,LAC,TBB,L,27,33,L,3.5,O,54.5,2021
3013,2021-12-19,1:00,LAC,CAR,W,31,14,W,-14.5,O,43,2021
3014,2021-12-26,1:00,LAC,NWE,W,33,21,W,1.5,O,43.5,2021
3015,2022-01-2,1:00,LAC,ATL,W,29,15,L,-14.5,P,44,2022
3016,2022-01-9,1:00,LAC,NYJ,W,27,10,W,-16.5,U,40.5,2022
3017,2022-01-15,8:15,LAC,NWE,W,47,17,W,-4.0,O,44,2022
3018,2022-01-23,6:30,LAC,KAN,L,36,42,L,2.0,O,54.5,2022
3019,2020-09-13,1:00,LAC,NYJ,W,27,17,W,-6.5,O,39.5,2020
3020,2020-09-20,1:00,LAC,MIA,W,31,28,L,-5.5,O,42.5,2020
3021,2020-09-27,1:00,LAC,LAR,W,35,32,W,-1.5,O,46.5,2020
3022,2020-10-4,4:25,LAC,LVR,W,30,23,W,-3.0,P,53,2020
3023,2020-10-13,7:00,LAC,TEN,L,16,42,L,-3.0,O,52,2020
3024,2020-10-19,5:00,LAC,KAN,L,17,26,L,5.5,U,55,2020
3025,2020-10-25,1:00,LAC,NYJ,W,18,10,L,-9.5,U,47,2020
3026,2020-11-1,1:00,LAC,NWE,W,24,21,L,-4.0,O,41,2020
3027,2020-11-8,1:00,LAC,SEA,W,44,34,W,3.0,O,55.5,2020
3028,2020-11-15,4:04,LAC,ARI,L,30,32,W,3.0,O,56,2020
3029,2020-11-29,1:00,LAC,LAC,W,27,17,W,-4.5,U,51.5,2020
3030,2020-12-7,8:15,LAC,SFF,W,34,24,W,1.5,O,48,2020
3031,2020-12-13,8:20,LAC,PIT,W,26,15,W,-2.0,U,48.5,2020
3032,2020-12-19,4:30,LAC,DEN,W,48,19,W,-5.5,O,49,2020
3033,2020-12-28,8:15,LAC,NWE,W,38,9,W,-7.0,U,47.5,2020
3034,2021-01-3,1:00,LAC,MIA,W,56,26,W,3.5,O,43,2021
3035,2021-01-9,1:05,LAC,IND,W,27,24,L,-7.0,O,50.5,2021
3036,2021-01-16,8:15,LAC,BAL,W,17,3,W,-2.5,U,49.5,2021
3037,2021-01-24,6:40,LAC,KAN,L,24,38,L,3.0,O,55,2021
3038,2019-09-8,1:00,LAC,NYJ,W,17,16,W,2.5,U,41,2019
3039,2019-09-15,1:00,LAC,NYG,W,28,14,W,-1.0,U,44.5,2019
3040,2019-09-22,1:00,LAC,CIN,W,21,17,L,-5.5,U,43.5,2019
3041,2019-09-29,1:00,LAC,NWE,L,10,16,W,7.0,U,41.5,2019
3042,2019-10-6,1:00,LAC,TEN,W,14,7,W,3.5,U,39.5,2019
3043,2019-10-20,1:00,LAC,MIA,W,31,21,L,-17.0,O,42.5,2019
3044,2019-10-27,1:00,LAC,PHI,L,13,31,L,-1.0,O,39.5,2019
3045,2019-11-3,1:00,LAC,WAS,W,24,9,W,-10.5,U,37,2019
3046,2019-11-10,1:00,LAC,CLE,L,16,19,P,3.0,U,42,2019
3047,2019-11-17,1:00,LAC,MIA,W,37,20,W,-7.0,O,41.5,2019
3048,2019-11-24,1:00,LAC,DEN,W,20,3,W,-3.5,U,37,2019
3049,2019-11-28,4:30,LAC,DAL,W,26,15,W,6.5,U,46.5,2019
3050,2019-12-8,1:00,LAC,BAL,L,17,24,L,6.5,U,44,2019
3051,2019-12-15,8:20,LAC,PIT,W,17,10,W,1.0,U,37,2019
3052,2019-12-21,4:30,LAC,NWE,L,17,24,P,7.0,O,38.5,2019
3053,2019-12-29,1:00,LAC,NYJ,L,6,13,L,1.5,U,37,2019
3054,2020-01-4,4:35,LAC,HOU,L,19,22,L,2.5,U,43,2020
3055,2018-09-9,1:00,LAC,BAL,L,3,47,L,7.5,O,39,2018
3056,2018-09-16,1:00,LAC,LAC,L,20,31,L,7.5,O,41.5,2018
3057,2018-09-23,1:00,LAC,MIN,W,27,6,W,16.5,U,41,2018
3058,2018-09-30,1:00,LAC,GBP,L,0,22,L,8.5,U,43.5,2018
3059,2018-10-7,1:00,LAC,TEN,W,13,12,W,6.0,U,38.5,2018
3060,2018-10-14,1:00,LAC,HOU,L,13,20,W,10.5,U,40.5,2018
3061,2018-10-21,1:00,LAC,IND,L,5,37,L,7.0,U,43.5,2018
3062,2018-10-29,8:15,LAC,NWE,L,6,25,L,13.5,U,44.5,2018
3063,2018-11-4,1:00,LAC,CHI,L,9,41,L,10.5,O,38,2018
3064,2018-11-11,1:00,LAC,NYJ,W,41,10,W,7.0,O,38,2018
3065,2018-11-25,1:00,LAC,JAX,W,24,21,W,3.0,O,36.5,2018
3066,2018-12-2,1:00,LAC,MIA,L,17,21,L,3.5,U,40,2018
3067,2018-12-9,1:00,LAC,NYJ,L,23,27,L,-4.5,O,37,2018
3068,2018-12-16,1:00,LAC,DET,W,14,13,L,-2.5,U,40,2018
3069,2018-12-23,1:00,LAC,NWE,L,12,24,W,13.5,U,45,2018
3070,2018-12-30,1:00,LAC,MIA,W,42,17,W,-5.5,O,39.5,2018
3071,2017-09-10,1:00,LAC,NYJ,W,21,12,W,-7.0,U,42,2017
3072,2017-09-17,1:00,LAC,CAR,L,3,9,W,6.5,U,43,2017
3073,2017-09-24,1:00,LAC,DEN,W,26,16,W,3.5,O,40,2017
3074,2017-10-1,1:00,LAC,ATL,W,23,17,W,8.0,U,48,2017
3075,2017-10-8,1:00,LAC,CIN,L,16,20,L,3.0,U,39,2017
3076,2017-10-22,1:00,LAC,TBB,W,30,27,P,-3.0,O,46.5,2017
3077,2017-10-29,1:00,LAC,LVR,W,34,14,W,-2.0,O,47,2017
3078,2017-11-2,8:24,LAC,NYJ,L,21,34,L,-3.0,O,42,2017
3079,2017-11-12,1:00,LAC,NOS,L,10,47,L,2.0,O,48.5,2017
3080,2017-11-19,4:04,LAC,LAC,L,24,54,L,7.0,O,41.5,2017
3081,2017-11-26,1:00,LAC,KAN,W,16,10,W,8.5,U,47,2017
3082,2017-12-3,1:00,LAC,NWE,L,3,23,L,7.5,U,48.5,2017
3083,2017-12-10,1:00,LAC,IND,W,13,7,W,-3.5,U,36.5,2017
3084,2017-12-17,1:00,LAC,MIA,W,24,16,W,-3.5,O,39.5,2017
3085,2017-12-24,1:00,LAC,NWE,L,16,37,L,11.0,O,47.5,2017
3086,2017-12-31,4:25,LAC,MIA,W,22,16,W,-2.5,U,41.5,2017
3087,2018-01-7,1:05,LAC,JAX,L,3,10,W,8.0,U,39.5,2018
3088,2016-09-11,1:04,LAC,BAL,L,7,13,L,3.0,U,44.5,2016
3089,2016-09-15,8:26,LAC,NYJ,L,31,37,L,-1.0,O,40.5,2016
3090,2016-09-25,1:02,LAC,ARI,W,33,18,W,5.0,O,48,2016
3091,2016-10-2,1:02,LAC,NWE,W,16,0,W,3.5,U,41,2016
3092,2016-10-9,4:25,LAC,LAR,W,30,19,W,-2.5,O,41.5,2016
3093,2016-10-16,1:02,LAC,SFF,W,45,16,W,-7.5,O,44,2016
3094,2016-10-23,1:02,LAC,MIA,L,25,28,L,-2.5,O,46,2016
3095,2016-10-30,1:02,LAC,NWE,L,25,41,L,5.5,O,48,2016
3096,2016-11-7,8:30,LAC,SEA,L,25,31,L,5.5,O,43.5,2016
3097,2016-11-20,1:00,LAC,CIN,W,16,12,W,2.5,U,48,2016
3098,2016-11-27,1:00,LAC,JAX,W,28,21,L,-8.5,O,43.5,2016
3099,2016-12-4,4:04,LAC,LVR,L,24,38,L,3.0,O,48.5,2016
3100,2016-12-11,1:00,LAC,PIT,L,20,27,L,1.0,O,45.5,2016
3101,2016-12-18,1:00,LAC,CLE,W,33,13,W,-10.5,O,43,2016
3102,2016-12-24,1:00,LAC,MIA,L,31,34,L,-4.5,O,44.5,2016
3103,2017-01-1,1:00,LAC,NYJ,L,10,30,L,-3.5,U,43,2017
3104,2015-09-13,1:02,LAC,IND,W,27,14,W,2.5,U,45,2015
3105,2015-09-20,1:02,LAC,NWE,L,32,40,L,1.0,O,44,2015
3106,2015-09-27,4:25,LAC,MIA,W,41,14,W,2.5,O,41.5,2015
3107,2015-10-4,1:02,LAC,NYG,L,10,24,L,-5.5,U,45.5,2015
3108,2015-10-11,1:02,LAC,TEN,W,14,13,P,-1.0,U,42,2015
3109,2015-10-18,1:02,LAC,CIN,L,21,34,L,3.0,O,43,2015
3110,2015-10-25,8:35,LAC,JAX,L,31,34,L,-4.0,O,41,2015
3111,2015-11-8,1:02,LAC,MIA,W,33,17,W,-3.0,O,44,2015
3112,2015-11-12,8:26,LAC,NYJ,W,22,17,W,2.5,U,42.5,2015
3113,2015-11-23,8:30,LAC,NWE,L,13,20,P,7.0,U,48,2015
3114,2015-11-29,1:02,LAC,KAN,L,22,30,L,5.5,O,41.5,2015
3115,2015-12-6,1:02,LAC,HOU,W,30,21,W,-3.5,O,41.5,2015
3116,2015-12-13,1:00,LAC,PHI,L,20,23,L,1.0,U,47,2015
3117,2015-12-20,1:02,LAC,WAS,L,25,35,L,-2.5,O,44,2015
3118,2015-12-27,1:02,LAC,DAL,W,16,6,W,-6.5,U,42,2015
3119,2016-01-3,1:02,LAC,NYJ,W,22,17,W,3.0,U,42,2016
3120,2014-09-7,1:00,LAC,CHI,W,23,20,W,7.0,U,47,2014
3121,2014-09-14,1:02,LAC,MIA,W,29,10,W,-1.5,U,42.5,2014
3122,2014-09-21,1:02,LAC,LAC,L,10,22,L,-2.5,U,45.5,2014
3123,2014-09-28,1:02,LAC,HOU,L,17,23,L,3.0,U,42.5,2014
3124,2014-10-5,1:02,LAC,DET,W,17,14,W,6.5,U,43,2014
3125,2014-10-12,1:02,LAC,NWE,L,22,37,L,-1.0,O,44,2014
3126,2014-10-19,1:02,LAC,MIN,W,17,16,L,-6.5,U,43.5,2014
3127,2014-10-26,1:02,LAC,NYJ,W,43,23,W,3.0,O,40.5,2014
3128,2014-11-9,1:02,LAC,KAN,L,13,17,L,-1.5,U,42,2014
3129,2014-11-13,8:26,LAC,MIA,L,9,22,L,5.0,U,42,2014
3130,2014-11-24,7:05,LAC,NYJ,W,38,3,W,-2.5,U,42.5,2014
3131,2014-11-30,1:02,LAC,CLE,W,26,10,W,-3.0,U,42,2014
3132,2014-12-7,4:04,LAC,DEN,L,17,24,W,9.5,U,47.5,2014
3133,2014-12-14,1:02,LAC,GBP,W,21,13,W,4.0,U,50,2014
3134,2014-12-21,4:25,LAC,LVR,L,24,26,L,-6.5,O,42,2014
3135,2014-12-28,1:02,LAC,NWE,W,17,9,W,6.5,U,44,2014
3136,2013-09-8,1:02,LAC,NWE,L,21,23,W,10.5,U,50.5,2013
3137,2013-09-15,1:02,LAC,CAR,W,24,23,W,3.5,O,43.5,2013
3138,2013-09-22,4:25,LAC,NYJ,L,20,27,L,2.5,O,41,2013
3139,2013-09-29,1:02,LAC,BAL,W,23,20,W,4.0,U,45,2013
3140,2013-10-3,8:28,LAC,CLE,L,24,37,L,4.0,O,40.5,2013
3141,2013-10-13,1:02,LAC,CIN,L,24,27,W,6.0,O,41,2013
3142,2013-10-20,1:02,LAC,MIA,W,23,21,W,6.5,O,43.5,2013
3143,2013-10-27,1:02,LAC,NOS,L,17,35,L,10.5,O,48.5,2013
3144,2013-11-3,1:02,LAC,KAN,L,13,23,L,4.5,U,40.5,2013
3145,2013-11-10,1:02,LAC,PIT,L,10,23,L,2.5,U,42.5,2013
3146,2013-11-17,1:02,LAC,NYJ,W,37,14,W,2.0,O,39.5,2013
3147,2013-12-1,4:04,LAC,ATL,L,31,34,L,-4.5,O,48,2013
3148,2013-12-8,1:02,LAC,TBB,L,6,27,L,2.5,U,42.5,2013
3149,2013-12-15,1:02,LAC,JAX,W,27,20,W,-4.0,O,43,2013
3150,2013-12-22,1:02,LAC,MIA,W,19,0,W,1.5,U,42,2013
3151,2013-12-29,4:25,LAC,NWE,L,20,34,L,7.0,O,46.5,2013
3152,2012-09-9,1:02,LAC,NYJ,L,28,48,L,3.0,O,39,2012
3153,2012-09-16,1:02,LAC,KAN,W,35,17,W,-3.0,O,45,2012
