,date,time,current_team,opponent,game_result,team_score,opp_score,spread_result,spread,ou_result,ou_line,year
3154,2012-09-23,1:02,LAC,CLE,W,24,14,W,-3.0,U,45,2012
3155,2012-09-30,1:02,LAC,NWE,L,28,52,L,4.5,O,48.5,2012
3156,2012-10-7,4:25,LAC,SFF,L,3,45,L,10.0,O,45,2012
3157,2012-10-14,4:04,LAC,ARI,W,19,16,W,5.0,U,44,2012
3158,2012-10-21,1:02,LAC,TEN,L,34,35,L,-4.5,O,46.5,2012
3159,2012-11-4,1:02,LAC,HOU,L,9,21,L,11.5,U,48,2012
3160,2012-11-11,1:02,LAC,NWE,L,31,37,W,13.5,O,54,2012
3161,2012-11-15,8:28,LAC,MIA,W,19,14,W,-2.5,U,46,2012
3162,2012-11-25,1:02,LAC,IND,L,13,20,L,3.0,U,51.5,2012
3163,2012-12-2,1:02,LAC,JAX,W,34,18,W,-6.0,O,42,2012
3164,2012-12-9,1:02,LAC,LAR,L,12,15,L,-3.0,U,42.5,2012
3165,2012-12-16,4:04,LAC,SEA,L,17,50,L,5.0,O,44,2012
3166,2012-12-23,1:02,LAC,MIA,L,10,24,L,5.0,U,43,2012
3167,2012-12-30,1:02,LAC,NYJ,W,28,9,W,-3.5,U,41,2012
3168,2011-09-11,1:06,LAC,KAN,W,41,7,W,3.5,O,40,2011
3169,2011-09-18,1:02,LAC,LVR,W,38,35,L,-4.0,O,41,2011
3170,2011-09-25,1:02,LAC,NWE,W,34,31,W,7.5,O,54.5,2011
3171,2011-10-2,1:02,LAC,CIN,L,20,23,L,-3.0,P,43,2011
3172,2011-10-9,1:04,LAC,PHI,W,31,24,W,3.0,O,53,2011
3173,2011-10-16,1:02,LAC,NYG,L,24,27,P,3.0,O,49,2011
3174,2011-10-30,4:04,LAC,WAS,W,23,0,W,-4.0,U,46.5,2011
3175,2011-11-6,1:02,LAC,NYJ,L,11,27,L,-2.5,U,45,2011
3176,2011-11-13,1:02,LAC,DAL,L,7,44,L,4.5,O,49,2011
3177,2011-11-20,1:02,LAC,MIA,L,8,35,L,3.0,U,44,2011
3178,2011-11-27,1:02,LAC,NYJ,L,24,28,W,9.5,O,42.5,2011
3179,2011-12-4,1:02,LAC,TEN,L,17,23,L,-1.0,U,44,2011
3180,2011-12-11,4:15,LAC,LAC,L,10,37,L,7.0,U,49,2011
3181,2011-12-18,1:02,LAC,MIA,L,23,30,L,-1.5,O,40.5,2011
3182,2011-12-24,1:02,LAC,DEN,W,40,14,W,3.0,O,43.5,2011
3183,2012-01-1,1:02,LAC,NWE,L,21,49,L,10.0,O,50,2012
3184,2010-09-12,1:02,LAC,MIA,L,10,15,L,3.0,U,39,2010
3185,2010-09-19,1:02,LAC,GBP,L,7,34,L,13.0,U,43,2010
3186,2010-09-26,1:02,LAC,NWE,L,30,38,W,14.5,O,43,2010
3187,2010-10-3,1:02,LAC,NYJ,L,14,38,L,6.0,O,37,2010
3188,2010-10-10,1:02,LAC,JAX,L,26,36,L,-2.5,O,41.5,2010
3189,2010-10-24,1:02,LAC,BAL,L,34,37,W,12.5,O,40,2010
3190,2010-10-31,1:08,LAC,KAN,L,10,13,W,7.0,U,46,2010
3191,2010-11-7,1:02,LAC,CHI,L,19,22,P,3.0,U,41.5,2010
3192,2010-11-14,1:02,LAC,DET,W,14,12,W,-1.5,U,45,2010
3193,2010-11-21,1:02,LAC,CIN,W,49,31,W,4.0,O,41,2010
3194,2010-11-28,1:02,LAC,PIT,L,16,19,W,7.0,U,44,2010
3195,2010-12-5,1:05,LAC,MIN,L,14,38,L,5.0,O,44,2010
3196,2010-12-12,1:02,LAC,CLE,W,13,6,W,0.0,U,39,2010
3197,2010-12-19,1:02,LAC,MIA,W,17,14,W,5.5,U,40,2010
3198,2010-12-26,1:02,LAC,NWE,L,3,34,L,9.0,U,45.5,2010
3199,2011-01-2,1:02,LAC,NYJ,L,7,38,L,1.5,O,38,2011
3200,2021-09-12,1:00,DAL,PIT,L,16,23,L,-6.5,U,48.5,2021
3201,2021-09-19,1:00,DAL,MIA,W,35,0,W,-3.5,U,47.5,2021
3202,2021-09-26,1:00,DAL,WAS,W,43,21,W,-7.0,O,45.5,2021
3203,2021-10-3,1:00,DAL,HOU,W,40,0,W,-17.5,U,47,2021
3204,2021-10-10,8:20,DAL,KAN,W,38,20,W,2.5,O,56.5,2021
3205,2021-10-18,8:15,DAL,TEN,L,31,34,L,-6.0,O,53.5,2021
3206,2021-10-31,1:00,DAL,MIA,W,26,11,W,-14.0,U,49,2021
3207,2021-11-7,1:00,DAL,JAX,L,6,9,L,-14.5,U,48.5,2021
3208,2021-11-14,1:00,DAL,NYJ,W,45,17,W,-13.0,O,47.5,2021
3209,2021-11-21,1:00,DAL,IND,L,15,41,L,-7.0,O,49.5,2021
3210,2021-11-25,8:20,DAL,NOS,W,31,6,W,-6.5,U,45,2021
3211,2021-12-6,8:15,DAL,NWE,L,10,14,L,-2.5,U,41,2021
3212,2021-12-12,4:25,DAL,TBB,L,27,33,L,3.5,O,54.5,2021
3213,2021-12-19,1:00,DAL,CAR,W,31,14,W,-14.5,O,43,2021
3214,2021-12-26,1:00,DAL,NWE,W,33,21,W,1.5,O,43.5,2021
3215,2022-01-2,1:00,DAL,ATL,W,29,15,L,-14.5,P,44,2022
3216,2022-01-9,1:00,DAL,NYJ,W,27,10,W,-16.5,U,40.5,2022
3217,2022-01-15,8:15,DAL,NWE,W,47,17,W,-4.0,O,44,2022
3218,2022-01-23,6:30,DAL,KAN,L,36,42,L,2.0,O,54.5,2022
3219,2020-09-13,1:00,DAL,NYJ,W,27,17,W,-6.5,O,39.5,2020
3220,2020-09-20,1:00,DAL,MIA,W,31,28,L,-5.5,O,42.5,2020
3221,2020-09-27,1:00,DAL,LAR,W,35,32,W,-1.5,O,46.5,2020
3222,2020-10-4,4:25,DAL,LVR,W,30,23,W,-3.0,P,53,2020
3223,2020-10-13,7:00,DAL,TEN,L,16,42,L,-3.0,O,52,2020
3224,2020-10-19,5:00,DAL,KAN,L,17,26,L,5.5,U,55,2020
3225,2020-10-25,1:00,DAL,NYJ,W,18,10,L,-9.5,U,47,2020
3226,2020-11-1,1:00,DAL,NWE,W,24,21,L,-4.0,O,41,2020
3227,2020-11-8,1:00,DAL,SEA,W,44,34,W,3.0,O,55.5,2020
3228,2020-11-15,4:04,DAL,ARI,L,30,32,W,3.0,O,56,2020
3229,2020-11-29,1:00,DAL,LAC,W,27,17,W,-4.5,U,51.5,2020
3230,2020-12-7,8:15,DAL,SFF,W,34,24,W,1.5,O,48,2020
3231,2020-12-13,8:20,DAL,PIT,W,26,15,W,-2.0,U,48.5,2020
3232,2020-12-19,4:30,DAL,DEN,W,48,19,W,-5.5,O,49,2020
3233,2020-12-28,8:15,DAL,NWE,W,38,9,W,-7.0,U,47.5,2020
3234,2021-01-3,1:00,DAL,MIA,W,56,26,W,3.5,O,43,2021
3235,2021-01-9,1:05,DAL,IND,W,27,24,L,-7.0,O,50.5,2021
3236,2021-01-16,8:15,DAL,BAL,W,17,3,W,-2.5,U,49.5,2021
3237,2021-01-24,6:40,DAL,KAN,L,24,38,L,3.0,O,55,2021
3238,2019-09-8,1:00,DAL,NYJ,W,17,16,W,2.5,U,41,2019
3239,2019-09-15,1:00,DAL,NYG,W,28,14,W,-1.0,U,44.5,2019
3240,2019-09-22,1:00,DAL,CIN,W,21,17,L,-5.5,U,43.5,2019
3241,2019-09-29,1:00,DAL,NWE,L,10,16,W,7.0,U,41.5,2019
3242,2019-10-6,1:00,DAL,TEN,W,14,7,W,3.5,U,39.5,2019
3243,2019-10-20,1:00,DAL,MIA,W,31,21,L,-17.0,O,42.5,2019
3244,2019-10-27,1:00,DAL,PHI,L,13,31,L,-1.0,O,39.5,2019
3245,2019-11-3,1:00,DAL,WAS,W,24,9,W,-10.5,U,37,2019
3246,2019-11-10,1:00,DAL,CLE,L,16,19,P,3.0,U,42,2019
3247,2019-11-17,1:00,DAL,MIA,W,37,20,W,-7.0,O,41.5,2019
3248,2019-11-24,1:00,DAL,DEN,W,20,3,W,-3.5,U,37,2019
3249,2019-11-28,4:30,DAL,DAL,W,26,15,W,6.5,U,46.5,2019
3250,2019-12-8,1:00,DAL,BAL,L,17,24,L,6.5,U,44,2019
3251,2019-12-15,8:20,DAL,PIT,W,17,10,W,1.0,U,37,2019
3252,2019-12-21,4:30,DAL,NWE,L,17,24,P,7.0,O,38.5,2019
3253,2019-12-29,1:00,DAL,NYJ,L,6,13,L,1.5,U,37,2019
3254,2020-01-4,4:35,DAL,HOU,L,19,22,L,2.5,U,43,2020
3255,2018-09-9,1:00,DAL,BAL,L,3,47,L,7.5,O,39,2018
3256,2018-09-16,1:00,DAL,LAC,L,20,31,L,7.5,O,41.5,2018
3257,2018-09-23,1:00,DAL,MIN,W,27,6,W,16.5,U,41,2018
3258,2018-09-30,1:00,DAL,GBP,L,0,22,L,8.5,U,43.5,2018
3259,2018-10-7,1:00,DAL,TEN,W,13,12,W,6.0,U,38.5,2018
3260,2018-10-14,1:00,DAL,HOU,L,13,20,W,10.5,U,40.5,2018
3261,2018-10-21,1:00,DAL,IND,L,5,37,L,7.0,U,43.5,2018
3262,2018-10-29,8:15,DAL,NWE,L,6,25,L,13.5,U,44.5,2018
3263,2018-11-4,1:00,DAL,CHI,L,9,41,L,10.5,O,38,2018
3264,2018-11-11,1:00,DAL,NYJ,W,41,10,W,7.0,O,38,2018
3265,2018-11-25,1:00,DAL,JAX,W,24,21,W,3.0,O,36.5,2018
3266,2018-12-2,1:00,DAL,MIA,L,17,21,L,3.5,U,40,2018
3267,2018-12-9,1:00,DAL,NYJ,L,23,27,L,-4.5,O,37,2018
3268,2018-12-16,1:00,DAL,DET,W,14,13,L,-2.5,U,40,2018
3269,2018-12-23,1:00,DAL,NWE,L,12,24,W,13.5,U,45,2018
3270,2018-12-30,1:00,DAL,MIA,W,42,17,W,-5.5,O,39.5,2018
3271,2017-09-10,1:00,DAL,NYJ,W,21,12,W,-7.0,U,42,2017
3272,2017-09-17,1:00,DAL,CAR,L,3,9,W,6.5,U,43,2017
3273,2017-09-24,1:00,DAL,DEN,W,26,16,W,3.5,O,40,2017
3274,2017-10-1,1:00,DAL,ATL,W,23,17,W,8.0,U,48,2017
3275,2017-10-8,1:00,DAL,CIN,L,16,20,L,3.0,U,39,2017
3276,2017-10-22,1:00,DAL,TBB,W,30,27,P,-3.0,O,46.5,2017
3277,2017-10-29,1:00,DAL,LVR,W,34,14,W,-2.0,O,47,2017
3278,2017-11-2,8:24,DAL,NYJ,L,21,34,L,-3.0,O,42,2017
3279,2017-11-12,1:00,DAL,NOS,L,10,47,L,2.0,O,48.5,2017
3280,2017-11-19,4:04,DAL,LAC,L,24,54,L,7.0,O,41.5,2017
3281,2017-11-26,1:00,DAL,KAN,W,16,10,W,8.5,U,47,2017
3282,2017-12-3,1:00,DAL,NWE,L,3,23,L,7.5,U,48.5,2017
3283,2017-12-10,1:00,DAL,IND,W,13,7,W,-3.5,U,36.5,2017
3284,2017-12-17,1:00,DAL,MIA,W,24,16,W,-3.5,O,39.5,2017
3285,2017-12-24,1:00,DAL,NWE,L,16,37,L,11.0,O,47.5,2017
3286,2017-12-31,4:25,DAL,MIA,W,22,16,W,-2.5,U,41.5,2017
3287,2018-01-7,1:05,DAL,JAX,L,3,10,W,8.0,U,39.5,2018
3288,2016-09-11,1:04,DAL,BAL,L,7,13,L,3.0,U,44.5,2016
3289,2016-09-15,8:26,DAL,NYJ,L,31,37,L,-1.0,O,40.5,2016
3290,2016-09-25,1:02,DAL,ARI,W,33,18,W,5.0,O,48,2016
3291,2016-10-2,1:02,DAL,NWE,W,16,0,W,3.5,U,41,2016
3292,2016-10-9,4:25,DAL,LAR,W,30,19,W,-2.5,O,41.5,2016
3293,2016-10-16,1:02,DAL,SFF,W,45,16,W,-7.5,O,44,2016
3294,2016-10-23,1:02,DAL,MIA,L,25,28,L,-2.5,O,46,2016
3295,2016-10-30,1:02,DAL,NWE,L,25,41,L,5.5,O,48,2016
3296,2016-11-7,8:30,DAL,SEA,L,25,31,L,5.5,O,43.5,2016
3297,2016-11-20,1:00,DAL,CIN,W,16,12,W,2.5,U,48,2016
3298,2016-11-27,1:00,DAL,JAX,W,28,21,L,-8.5,O,43.5,2016
3299,2016-12-4,4:04,DAL,LVR,L,24,38,L,3.0,O,48.5,2016
3300,2016-12-11,1:00,DAL,PIT,L,20,27,L,1.0,O,45.5,2016
3301,2016-12-18,1:00,DAL,CLE,W,33,13,W,-10.5,O,43,2016
3302,2016-12-24,1:00,DAL,MIA,L,31,34,L,-4.5,O,44.5,2016
3303,2017-01-1,1:00,DAL,NYJ,L,10,30,L,-3.5,U,43,2017
3304,2015-09-13,1:02,DAL,IND,W,27,14,W,2.5,U,45,2015
3305,2015-09-20,1:02,DAL,NWE,L,32,40,L,1.0,O,44,2015
3306,2015-09-27,4:25,DAL,MIA,W,41,14,W,2.5,O,41.5,2015
3307,2015-10-4,1:02,DAL,NYG,L,10,24,L,-5.5,U,45.5,2015
3308,2015-10-11,1:02,DAL,TEN,W,14,13,P,-1.0,U,42,2015
3309,2015-10-18,1:02,DAL,CIN,L,21,34,L,3.0,O,43,2015
3310,2015-10-25,8:35,DAL,JAX,L,31,34,L,-4.0,O,41,2015
3311,2015-11-8,1:02,DAL,MIA,W,33,17,W,-3.0,O,44,2015
3312,2015-11-12,8:26,DAL,NYJ,W,22,17,W,2.5,U,42.5,2015
3313,2015-11-23,8:30,DAL,NWE,L,13,20,P,7.0,U,48,2015
3314,2015-11-29,1:02,DAL,KAN,L,22,30,L,5.5,O,41.5,2015
3315,2015-12-6,1:02,DAL,HOU,W,30,21,W,-3.5,O,41.5,2015
3316,2015-12-13,1:00,DAL,PHI,L,20,23,L,1.0,U,47,2015
3317,2015-12-20,1:02,DAL,WAS,L,25,35,L,-2.5,O,44,2015
3318,2015-12-27,1:02,DAL,DAL,W,16,6,W,-6.5,U,42,2015
3319,2016-01-3,1:02,DAL,NYJ,W,22,17,W,3.0,U,42,2016
3320,2014-09-7,1:00,DAL,CHI,W,23,20,W,7.0,U,47,2014
3321,2014-09-14,1:02,DAL,MIA,W,29,10,W,-1.5,U,42.5,2014
3322,2014-09-21,1:02,DAL,LAC,L,10,22,L,-2.5,U,45.5,2014
3323,2014-09-28,1:02,DAL,HOU,L,17,23,L,3.0,U,42.5,2014
3324,2014-10-5,1:02,DAL,DET,W,17,14,W,6.5,U,43,2014
3325,2014-10-12,1:02,DAL,NWE,L,22,37,L,-1.0,O,44,2014
3326,2014-10-19,1:02,DAL,MIN,W,17,16,L,-6.5,U,43.5,2014
3327,2014-10-26,1:02,DAL,NYJ,W,43,23,W,3.0,O,40.5,2014
3328,2014-11-9,1:02,DAL,KAN,L,13,17,L,-1.5,U,42,2014
3329,2014-11-13,8:26,DAL,MIA,L,9,22,L,5.0,U,42,2014
3330,2014-11-24,7:05,DAL,NYJ,W,38,3,W,-2.5,U,42.5,2014
3331,2014-11-30,1:02,DAL,CLE,W,26,10,W,-3.0,U,42,2014
3332,2014-12-7,4:04,DAL,DEN,L,17,24,W,9.5,U,47.5,2014
3333,2014-12-14,1:02,DAL,GBP,W,21,13,W,4.0,U,50,2014
3334,2014-12-21,4:25,DAL,LVR,L,24,26,L,-6.5,O,42,2014
3335,2014-12-28,1:02,DAL,NWE,W,17,9,W,6.5,U,44,2014
3336,2013-09-8,1:02,DAL,NWE,L,21,23,W,10.5,U,50.5,2013
3337,2013-09-15,1:02,DAL,CAR,W,24,23,W,3.5,O,43.5,2013
3338,2013-09-22,4:25,DAL,NYJ,L,20,27,L,2.5,O,41,2013
3339,2013-09-29,1:02,DAL,BAL,W,23,20,W,4.0,U,45,2013
3340,2013-10-3,8:28,DAL,CLE,L,24,37,L,4.0,O,40.5,2013
3341,2013-10-13,1:02,DAL,CIN,L,24,27,W,6.0,O,41,2013
3342,2013-10-20,1:02,DAL,MIA,W,23,21,W,6.5,O,43.5,2013
3343,2013-10-27,1:02,DAL,NOS,L,17,35,L,10.5,O,48.5,2013
3344,2013-11-3,1:02,DAL,KAN,L,13,23,L,4.5,U,40.5,2013
3345,2013-11-10,1:02,DAL,PIT,L,10,23,L,2.5,U,42.5,2013
3346,2013-11-17,1:02,DAL,NYJ,W,37,14,W,2.0,O,39.5,2013
3347,2013-12-1,4:04,DAL,ATL,L,31,34,L,-4.5,O,48,2013
3348,2013-12-8,1:02,DAL,TBB,L,6,27,L,2.5,U,42.5,2013
3349,2013-12-15,1:02,DAL,JAX,W,27,20,W,-4.0,O,43,2013
3350,2013-12-22,1:02,DAL,MIA,W,19,0,W,1.5,U,42,2013
3351,2013-12-29,4:25,DAL,NWE,L,20,34,L,7.0,O,46.5,2013
3352,2012-09-9,1:02,DAL,NYJ,L,28,48,L,3.0,O,39,2012
3353,2012-09-16,1:02,DAL,KAN,W,35,17,W,-3.0,O,45,2012
3354,2012-09-23,1:02,DAL,CLE,W,24,14,W,-3.0,U,45,2012
3355,2012-09-30,1:02,DAL,NWE,L,28,52,L,4.5,O,48.5,2012
3356,2012-10-7,4:25,DAL,SFF,L,3,45,L,10.0,O,45,2012
3357,2012-10-14,4:04,DAL,ARI,W,19,16,W,5.0,U,44,2012
3358,2012-10-21,1:02,DAL,TEN,L,34,35,L,-4.5,O,46.5,2012
3359,2012-11-4,1:02,DAL,HOU,L,9,21,L,11.5,U,48,2012
3360,2012-11-11,1:02,DAL,NWE,L,31,37,W,13.5,O,54,2012
3361,2012-11-15,8:28,DAL,MIA,W,19,14,W,-2.5,U,46,2012
3362,2012-11-25,1:02,DAL,IND,L,13,20,L,3.0,U,51.5,2012
3363,2012-12-2,1:02,DAL,JAX,W,34,18,W,-6.0,O,42,2012
3364,2012-12-9,1:02,DAL,LAR,L,12,15,L,-3.0,U,42.5,2012
3365,2012-12-16,4:04,DAL,SEA,L,17,50,L,5.0,O,44,2012
3366,2012-12-23,1:02,DAL,MIA,L,10,24,L,5.0,U,43,2012
3367,2012-12-30,1:02,DAL,NYJ,W,28,9,W,-3.5,U,41,2012
3368,2011-09-11,1:06,DAL,KAN,W,41,7,W,3.5,O,40,2011
3369,2011-09-18,1:02,DAL,LVR,W,38,35,L,-4.0,O,41,2011
3370,2011-09-25,1:02,DAL,NWE,W,34,31,W,7.5,O,54.5,2011
3371,2011-10-2,1:02,DAL,CIN,L,20,23,L,-3.0,P,43,2011
3372,2011-10-9,1:04,DAL,PHI,W,31,24,W,3.0,O,53,2011
3373,2011-10-16,1:02,DAL,NYG,L,24,27,P,3.0,O,49,2011
3374,2011-10-30,4:04,DAL,WAS,W,23,0,W,-4.0,U,46.5,2011
3375,2011-11-6,1:02,DAL,NYJ,L,11,27,L,-2.5,U,45,2011
3376,2011-11-13,1:02,DAL,DAL,L,7,44,L,4.5,O,49,2011
3377,2011-11-20,1:02,DAL,MIA,L,8,35,L,3.0,U,44,2011
3378,2011-11-27,1:02,DAL,NYJ,L,24,28,W,9.5,O,42.5,2011
3379,2011-12-4,1:02,DAL,TEN,L,17,23,L,-1.0,U,44,2011
3380,2011-12-11,4:15,DAL,LAC,L,10,37,L,7.0,U,49,2011
3381,2011-12-18,1:02,DAL,MIA,L,23,30,L,-1.5,O,40.5,2011
3382,2011-12-24,1:02,DAL,DEN,W,40,14,W,3.0,O,43.5,2011
3383,2012-01-1,1:02,DAL,NWE,L,21,49,L,10.0,O,50,2012
3384,2010-09-12,1:02,DAL,MIA,L,10,15,L,3.0,U,39,2010
3385,2010-09-19,1:02,DAL,GBP,L,7,34,L,13.0,U,43,2010
3386,2010-09-26,1:02,DAL,NWE,L,30,38,W,14.5,O,43,2010
3387,2010-10-3,1:02,DAL,NYJ,L,14,38,L,6.0,O,37,2010
3388,2010-10-10,1:02,DAL,JAX,L,26,36,L,-2.5,O,41.5,2010
3389,2010-10-24,1:02,DAL,BAL,L,34,37,W,12.5,O,40,2010
3390,2010-10-31,1:08,DAL,KAN,L,10,13,W,7.0,U,46,2010
3391,2010-11-7,1:02,DAL,CHI,L,19,22,P,3.0,U,41.5,2010
3392,2010-11-14,1:02,DAL,DET,W,14,12,W,-1.5,U,45,2010
3393,2010-11-21,1:02,DAL,CIN,W,49,31,W,4.0,O,41,2010
3394,2010-11-28,1:02,DAL,PIT,L,16,19,W,7.0,U,44,2010
3395,2010-12-5,1:05,DAL,MIN,L,14,38,L,5.0,O,44,2010
3396,2010-12-12,1:02,DAL,CLE,W,13,6,W,0.0,U,39,2010
3397,2010-12-19,1:02,DAL,MIA,W,17,14,W,5.5,U,40,2010
3398,2010-12-26,1:02,DAL,NWE,L,3,34,L,9.0,U,45.5,2010
3399,2011-01-2,1:02,DAL,NYJ,L,7,38,L,1.5,O,38,2011
3400,2021-09-12,1:00,CHI,PIT,L,16,23,L,-6.5,U,48.5,2021
3401,2021-09-19,1:00,CHI,MIA,W,35,0,W,-3.5,U,47.5,2021
3402,2021-09-26,1:00,CHI,WAS,W,43,21,W,-7.0,O,45.5,2021
3403,2021-10-3,1:00,CHI,HOU,W,40,0,W,-17.5,U,47,2021
3404,2021-10-10,8:20,CHI,KAN,W,38,20,W,2.5,O,56.5,2021
3405,2021-10-18,8:15,CHI,TEN,L,31,34,L,-6.0,O,53.5,2021
3406,2021-10-31,1:00,CHI,MIA,W,26,11,W,-14.0,U,49,2021
3407,2021-11-7,1:00,CHI,JAX,L,6,9,L,-14.5,U,48.5,2021
3408,2021-11-14,1:00,CHI,NYJ,W,45,17,W,-13.0,O,47.5,2021
3409,2021-11-21,1:00,CHI,IND,L,15,41,L,-7.0,O,49.5,2021
3410,2021-11-25,8:20,CHI,NOS,W,31,6,W,-6.5,U,45,2021
3411,2021-12-6,8:15,CHI,NWE,L,10,14,L,-2.5,U,41,2021
3412,2021-12-12,4:25,CHI,TBB,L,27,33,L,3.5,O,54.5,2021
3413,2021-12-19,1:00,CHI,CAR,W,31,14,W,-14.5,O,43,2021
3414,2021-12-26,1:00,CHI,NWE,W,33,21,W,1.5,O,43.5,2021
3415,2022-01-2,1:00,CHI,ATL,W,29,15,L,-14.5,P,44,2022
3416,2022-01-9,1:00,CHI,NYJ,W,27,10,W,-16.5,U,40.5,2022
3417,2022-01-15,8:15,CHI,NWE,W,47,17,W,-4.0,O,44,2022
3418,2022-01-23,6:30,CHI,KAN,L,36,42,L,2.0,O,54.5,2022
3419,2020-09-13,1:00,CHI,NYJ,W,27,17,W,-6.5,O,39.5,2020
3420,2020-09-20,1:00,CHI,MIA,W,31,28,L,-5.5,O,42.5,2020
3421,2020-09-27,1:00,CHI,LAR,W,35,32,W,-1.5,O,46.5,2020
3422,2020-10-4,4:25,CHI,LVR,W,30,23,W,-3.0,P,53,2020
3423,2020-10-13,7:00,CHI,TEN,L,16,42,L,-3.0,O,52,2020
3424,2020-10-19,5:00,CHI,KAN,L,17,26,L,5.5,U,55,2020
3425,2020-10-25,1:00,CHI,NYJ,W,18,10,L,-9.5,U,47,2020
3426,2020-11-1,1:00,CHI,NWE,W,24,21,L,-4.0,O,41,2020
3427,2020-11-8,1:00,CHI,SEA,W,44,34,W,3.0,O,55.5,2020
3428,2020-11-15,4:04,CHI,ARI,L,30,32,W,3.0,O,56,2020
3429,2020-11-29,1:00,CHI,LAC,W,27,17,W,-4.5,U,51.5,2020
3430,2020-12-7,8:15,CHI,SFF,W,34,24,W,1.5,O,48,2020
3431,2020-12-13,8:20,CHI,PIT,W,26,15,W,-2.0,U,48.5,2020
3432,2020-12-19,4:30,CHI,DEN,W,48,19,W,-5.5,O,49,2020
3433,2020-12-28,8:15,CHI,NWE,W,38,9,W,-7.0,U,47.5,2020
3434,2021-01-3,1:00,CHI,MIA,W,56,26,W,3.5,O,43,2021
3435,2021-01-9,1:05,CHI,IND,W,27,24,L,-7.0,O,50.5,2021
3436,2021-01-16,8:15,CHI,BAL,W,17,3,W,-2.5,U,49.5,2021
3437,2021-01-24,6:40,CHI,KAN,L,24,38,L,3.0,O,55,2021
3438,2019-09-8,1:00,CHI,NYJ,W,17,16,W,2.5,U,41,2019
3439,2019-09-15,1:00,CHI,NYG,W,28,14,W,-1.0,U,44.5,2019
3440,2019-09-22,1:00,CHI,CIN,W,21,17,L,-5.5,U,43.5,2019
3441,2019-09-29,1:00,CHI,NWE,L,10,16,W,7.0,U,41.5,2019
3442,2019-10-6,1:00,CHI,TEN,W,14,7,W,3.5,U,39.5,2019
3443,2019-10-20,1:00,CHI,MIA,W,31,21,L,-17.0,O,42.5,2019
3444,2019-10-27,1:00,CHI,PHI,L,13,31,L,-1.0,O,39.5,2019
3445,2019-11-3,1:00,CHI,WAS,W,24,9,W,-10.5,U,37,2019
3446,2019-11-10,1:00,CHI,CLE,L,16,19,P,3.0,U,42,2019
3447,2019-11-17,1:00,CHI,MIA,W,37,20,W,-7.0,O,41.5,2019
3448,2019-11-24,1:00,CHI,DEN,W,20,3,W,-3.5,U,37,2019
3449,2019-11-28,4:30,CHI,DAL,W,26,15,W,6.5,U,46.5,2019
3450,2019-12-8,1:00,CHI,BAL,L,17,24,L,6.5,U,44,2019
3451,2019-12-15,8:20,CHI,PIT,W,17,10,W,1.0,U,37,2019
3452,2019-12-21,4:30,CHI,NWE,L,17,24,P,7.0,O,38.5,2019
3453,2019-12-29,1:00,CHI,NYJ,L,6,13,L,1.5,U,37,2019
3454,2020-01-4,4:35,CHI,HOU,L,19,22,L,2.5,U,43,2020
3455,2018-09-9,1:00,CHI,BAL,L,3,47,L,7.5,O,39,2018
3456,2018-09-16,1:00,CHI,LAC,L,20,31,L,7.5,O,41.5,2018
3457,2018-09-23,1:00,CHI,MIN,W,27,6,W,16.5,U,41,2018
3458,2018-09-30,1:00,CHI,GBP,L,0,22,L,8.5,U,43.5,2018
3459,2018-10-7,1:00,CHI,TEN,W,13,12,W,6.0,U,38.5,2018
3460,2018-10-14,1:00,CHI,HOU,L,13,20,W,10.5,U,40.5,2018
3461,2018-10-21,1:00,CHI,IND,L,5,37,L,7.0,U,43.5,2018
3462,2018-10-29,8:15,CHI,NWE,L,6,25,L,13.5,U,44.5,2018
3463,2018-11-4,1:00,CHI,CHI,L,9,41,L,10.5,O,38,2018
3464,2018-11-11,1:00,CHI,NYJ,W,41,10,W,7.0,O,38,2018
3465,2018-11-25,1:00,CHI,JAX,W,24,21,W,3.0,O,36.5,2018
3466,2018-12-2,1:00,CHI,MIA,L,17,21,L,3.5,U,40,2018
3467,2018-12-9,1:00,CHI,NYJ,L,23,27,L,-4.5,O,37,2018
3468,2018-12-16,1:00,CHI,DET,W,14,13,L,-2.5,U,40,2018
3469,2018-12-23,1:00,CHI,NWE,L,12,24,W,13.5,U,45,2018
3470,2018-12-30,1:00,CHI,MIA,W,42,17,W,-5.5,O,39.5,2018
3471,2017-09-10,1:00,CHI,NYJ,W,21,12,W,-7.0,U,42,2017
3472,2017-09-17,1:00,CHI,CAR,L,3,9,W,6.5,U,43,2017
3473,2017-09-24,1:00,CHI,DEN,W,26,16,W,3.5,O,40,2017
3474,2017-10-1,1:00,CHI,ATL,W,23,17,W,8.0,U,48,2017
3475,2017-10-8,1:00,CHI,CIN,L,16,20,L,3.0,U,39,2017
3476,2017-10-22,1:00,CHI,TBB,W,30,27,P,-3.0,O,46.5,2017
3477,2017-10-29,1:00,CHI,LVR,W,34,14,W,-2.0,O,47,2017
3478,2017-11-2,8:24,CHI,NYJ,L,21,34,L,-3.0,O,42,2017
3479,2017-11-12,1:00,CHI,NOS,L,10,47,L,2.0,O,48.5,2017
3480,2017-11-19,4:04,CHI,LAC,L,24,54,L,7.0,O,41.5,2017
3481,2017-11-26,1:00,CHI,KAN,W,16,10,W,8.5,U,47,2017
3482,2017-12-3,1:00,CHI,NWE,L,3,23,L,7.5,U,48.5,2017
